# 各周期危险性曲线
周期(s), 谱加速度(cm/s^2), 年超越概率
1.500, 1.909431e+01, 1.176471e-03
1.500, 1.865221e+01, 1.188235e-03
1.500, 1.820866e+01, 1.200000e-03
1.500, 1.806239e+01, 1.211765e-03
1.500, 1.702174e+01, 1.223529e-03
1.500, 1.687791e+01, 1.235294e-03
1.500, 1.686130e+01, 1.247059e-03
1.500, 1.582143e+01, 1.258824e-03
1.500, 1.578039e+01, 1.270588e-03
1.500, 1.546119e+01, 1.282353e-03
1.500, 1.545733e+01, 1.294118e-03
1.500, 1.541943e+01, 1.305882e-03
1.500, 1.523825e+01, 1.317647e-03
1.500, 1.506056e+01, 1.329412e-03
1.500, 1.484356e+01, 1.341176e-03
1.500, 1.452209e+01, 1.352941e-03
1.500, 1.444693e+01, 1.364706e-03
1.500, 1.441535e+01, 1.376471e-03
1.500, 1.408672e+01, 1.388235e-03
1.500, 1.404095e+01, 1.400000e-03
1.500, 1.402122e+01, 1.411765e-03
1.500, 1.397951e+01, 1.423529e-03
1.500, 1.391532e+01, 1.435294e-03
1.500, 1.377129e+01, 1.447059e-03
1.500, 1.375334e+01, 1.458824e-03
1.500, 1.374114e+01, 1.470588e-03
1.500, 1.371895e+01, 1.482353e-03
1.500, 1.340384e+01, 1.494118e-03
1.500, 1.308177e+01, 1.505882e-03
1.500, 1.296529e+01, 1.517647e-03
1.500, 1.243613e+01, 1.529412e-03
1.500, 1.229612e+01, 1.541176e-03
1.500, 1.211372e+01, 1.552941e-03
1.500, 1.170408e+01, 1.564706e-03
1.500, 1.137956e+01, 1.576471e-03
1.500, 1.137379e+01, 1.588235e-03
1.500, 1.129768e+01, 1.600000e-03
1.500, 1.100571e+01, 1.611765e-03
1.500, 1.088035e+01, 1.623529e-03
1.500, 1.084402e+01, 1.635294e-03
1.500, 1.083911e+01, 1.647059e-03
1.500, 1.080265e+01, 1.658824e-03
1.500, 1.044872e+01, 1.670588e-03
1.500, 1.043755e+01, 1.682353e-03
1.500, 9.582907e+00, 1.694118e-03
1.500, 9.459838e+00, 1.705882e-03
1.500, 9.358349e+00, 1.717647e-03
1.500, 9.012455e+00, 1.729412e-03
1.500, 8.920956e+00, 1.741176e-03
1.500, 8.890796e+00, 1.752941e-03
1.500, 8.851741e+00, 1.764706e-03
1.500, 8.760021e+00, 1.776471e-03
1.500, 8.703884e+00, 1.788235e-03
1.500, 8.669227e+00, 1.800000e-03
1.500, 8.546703e+00, 1.811765e-03
1.500, 8.402909e+00, 1.823529e-03
1.500, 8.290377e+00, 1.835294e-03
1.500, 8.270327e+00, 1.847059e-03
1.500, 8.215239e+00, 1.858824e-03
1.500, 8.131830e+00, 1.870588e-03
1.500, 8.038817e+00, 1.882353e-03
1.500, 6.920032e+00, 1.894118e-03
1.500, 6.877702e+00, 1.905882e-03
1.500, 6.733716e+00, 1.917647e-03
1.500, 6.619537e+00, 1.929412e-03
1.500, 6.175316e+00, 1.941176e-03
1.500, 5.705166e+00, 1.952941e-03
1.500, 5.641505e+00, 1.964706e-03
1.500, 5.515056e+00, 1.976471e-03
1.500, 4.322942e+00, 1.988235e-03
1.750, 6.864398e+02, 1.176471e-05
1.750, 4.376630e+02, 2.352941e-05
1.750, 3.693108e+02, 3.529412e-05
1.750, 3.619930e+02, 4.705882e-05
1.750, 3.089941e+02, 5.882353e-05
1.750, 3.071604e+02, 7.058824e-05
1.750, 2.061398e+02, 8.235294e-05
1.750, 1.782686e+02, 9.411765e-05
1.750, 1.567502e+02, 1.058824e-04
1.750, 1.519913e+02, 1.176471e-04
1.750, 1.115830e+02, 1.294118e-04
1.750, 9.961764e+01, 1.411765e-04
1.750, 9.684960e+01, 1.529412e-04
1.750, 8.806761e+01, 1.647059e-04
1.750, 8.734888e+01, 1.764706e-04
1.750, 8.476121e+01, 1.882353e-04
1.750, 8.162363e+01, 2.000000e-04
1.750, 7.921950e+01, 2.117647e-04
1.750, 7.801205e+01, 2.235294e-04
1.750, 7.731798e+01, 2.352941e-04
1.750, 7.667007e+01, 2.470588e-04
1.750, 7.236504e+01, 2.588235e-04
1.750, 7.193025e+01, 2.705882e-04
1.750, 6.943782e+01, 2.823529e-04
1.750, 6.917817e+01, 2.941176e-04
1.750, 6.762595e+01, 3.058824e-04
1.750, 6.741696e+01, 3.176471e-04
1.750, 6.403588e+01, 3.294118e-04
1.750, 6.080181e+01, 3.411765e-04
1.750, 5.579096e+01, 3.529412e-04
1.750, 5.357179e+01, 3.647059e-04
1.750, 5.332513e+01, 3.764706e-04
1.750, 5.095214e+01, 3.882353e-04
1.750, 5.083164e+01, 4.000000e-04
1.750, 5.019561e+01, 4.117647e-04
1.750, 4.951271e+01, 4.235294e-04
1.750, 4.921124e+01, 4.352941e-04
1.750, 4.629767e+01, 4.470588e-04
1.750, 4.610925e+01, 4.588235e-04
1.750, 4.385766e+01, 4.705882e-04
1.750, 4.068772e+01, 4.823529e-04
1.750, 3.711166e+01, 4.941176e-04
1.750, 3.706716e+01, 5.058824e-04
1.750, 3.651161e+01, 5.176471e-04
1.750, 3.611627e+01, 5.294118e-04
1.750, 3.579329e+01, 5.411765e-04
1.750, 3.410510e+01, 5.529412e-04
1.750, 3.380282e+01, 5.647059e-04
1.750, 3.322642e+01, 5.764706e-04
1.750, 3.270791e+01, 5.882353e-04
1.750, 3.217690e+01, 6.000000e-04
1.750, 3.199211e+01, 6.117647e-04
1.750, 3.182516e+01, 6.235294e-04
1.750, 3.173269e+01, 6.352941e-04
1.750, 3.155843e+01, 6.470588e-04
1.750, 3.153878e+01, 6.588235e-04
1.750, 3.147486e+01, 6.705882e-04
1.750, 3.142958e+01, 6.823529e-04
1.750, 3.131554e+01, 6.941176e-04
1.750, 3.098604e+01, 7.058824e-04
1.750, 3.066259e+01, 7.176471e-04
1.750, 3.029876e+01, 7.294118e-04
1.750, 2.891603e+01, 7.411765e-04
1.750, 2.850367e+01, 7.529412e-04
1.750, 2.841636e+01, 7.647059e-04
1.750, 2.809827e+01, 7.764706e-04
1.750, 2.801932e+01, 7.882353e-04
1.750, 2.800253e+01, 8.000000e-04
1.750, 2.799998e+01, 8.117647e-04
1.750, 2.797516e+01, 8.235294e-04
1.750, 2.751618e+01, 8.352941e-04
1.750, 2.708751e+01, 8.470588e-04
1.750, 2.663156e+01, 8.588235e-04
1.750, 2.595243e+01, 8.705882e-04
1.750, 2.581957e+01, 8.823529e-04
1.750, 2.512636e+01, 8.941176e-04
1.750, 2.487885e+01, 9.058824e-04
1.750, 2.465756e+01, 9.176471e-04
1.750, 2.450126e+01, 9.294118e-04
1.750, 2.423424e+01, 9.411765e-04
1.750, 2.421583e+01, 9.529412e-04
1.750, 2.380684e+01, 9.647059e-04
1.750, 2.321989e+01, 9.764706e-04
1.750, 2.311646e+01, 9.882353e-04
1.750, 2.309825e+01, 1.000000e-03
1.750, 2.289094e+01, 1.011765e-03
1.750, 2.222191e+01, 1.023529e-03
1.750, 2.212968e+01, 1.035294e-03
1.750, 2.209393e+01, 1.047059e-03
1.750, 2.143244e+01, 1.058824e-03
1.750, 2.141447e+01, 1.070588e-03
1.750, 2.140369e+01, 1.082353e-03
1.750, 2.107460e+01, 1.094118e-03
1.750, 2.087247e+01, 1.105882e-03
1.750, 2.072766e+01, 1.117647e-03
1.750, 2.070306e+01, 1.129412e-03
1.750, 2.046270e+01, 1.141176e-03
1.750, 2.037612e+01, 1.152941e-03
1.750, 2.035862e+01, 1.164706e-03
1.750, 2.034985e+01, 1.176471e-03
1.750, 2.026875e+01, 1.188235e-03
1.750, 2.024748e+01, 1.200000e-03
1.750, 2.008339e+01, 1.211765e-03
1.750, 2.003325e+01, 1.223529e-03
1.750, 1.998262e+01, 1.235294e-03
1.750, 1.954071e+01, 1.247059e-03
1.750, 1.934865e+01, 1.258824e-03
1.750, 1.909804e+01, 1.270588e-03
1.750, 1.882117e+01, 1.282353e-03
1.750, 1.869654e+01, 1.294118e-03
1.750, 1.869544e+01, 1.305882e-03
1.750, 1.804610e+01, 1.317647e-03
1.750, 1.787886e+01, 1.329412e-03
1.750, 1.784168e+01, 1.341176e-03
1.750, 1.763083e+01, 1.352941e-03
1.750, 1.754476e+01, 1.364706e-03
1.750, 1.715483e+01, 1.376471e-03
1.750, 1.702033e+01, 1.388235e-03
1.750, 1.689996e+01, 1.400000e-03
1.750, 1.663987e+01, 1.411765e-03
1.750, 1.632247e+01, 1.423529e-03
1.750, 1.604935e+01, 1.435294e-03
1.750, 1.565766e+01, 1.447059e-03
1.750, 1.547048e+01, 1.458824e-03
1.750, 1.510200e+01, 1.470588e-03
1.750, 1.428223e+01, 1.482353e-03
1.750, 1.410465e+01, 1.494118e-03
1.750, 1.404237e+01, 1.505882e-03
1.750, 1.393404e+01, 1.517647e-03
1.750, 1.367680e+01, 1.529412e-03
1.750, 1.321770e+01, 1.541176e-03
1.750, 1.315531e+01, 1.552941e-03
1.750, 1.301678e+01, 1.564706e-03
1.750, 1.273068e+01, 1.576471e-03
1.750, 1.270649e+01, 1.588235e-03
1.750, 1.199122e+01, 1.600000e-03
1.750, 1.194411e+01, 1.611765e-03
1.750, 1.167596e+01, 1.623529e-03
1.750, 1.152411e+01, 1.635294e-03
1.750, 1.130997e+01, 1.647059e-03
1.750, 1.104816e+01, 1.658824e-03
1.750, 1.100033e+01, 1.670588e-03
1.750, 1.081266e+01, 1.682353e-03
1.750, 1.033930e+01, 1.694118e-03
1.750, 1.029467e+01, 1.705882e-03
1.750, 1.023726e+01, 1.717647e-03
1.750, 1.021996e+01, 1.729412e-03
1.750, 1.018332e+01, 1.741176e-03
1.750, 1.004999e+01, 1.752941e-03
1.750, 9.825507e+00, 1.764706e-03
1.750, 9.707050e+00, 1.776471e-03
1.750, 9.633234e+00, 1.788235e-03
1.750, 9.501214e+00, 1.800000e-03
1.750, 9.393955e+00, 1.811765e-03
1.750, 9.389915e+00, 1.823529e-03
1.750, 9.167256e+00, 1.835294e-03
1.750, 9.115752e+00, 1.847059e-03
1.750, 8.666104e+00, 1.858824e-03
1.750, 8.485230e+00, 1.870588e-03
1.750, 8.285156e+00, 1.882353e-03
1.750, 7.312875e+00, 1.894118e-03
1.750, 6.596175e+00, 1.905882e-03
1.750, 6.412350e+00, 1.917647e-03
1.750, 6.213467e+00, 1.929412e-03
1.750, 5.932998e+00, 1.941176e-03
1.750, 5.925004e+00, 1.952941e-03
1.750, 5.832918e+00, 1.964706e-03
1.750, 5.371405e+00, 1.976471e-03
1.750, 5.170086e+00, 1.988235e-03
2.000, 4.015217e+02, 1.176471e-05
2.000, 2.779284e+02, 2.352941e-05
2.000, 2.560122e+02, 3.529412e-05
2.000, 2.218640e+02, 4.705882e-05
2.000, 2.203398e+02, 5.882353e-05
2.000, 2.051160e+02, 7.058824e-05
2.000, 1.949737e+02, 8.235294e-05
2.000, 1.714827e+02, 9.411765e-05
2.000, 1.462706e+02, 1.058824e-04
2.000, 1.462018e+02, 1.176471e-04
2.000, 1.301436e+02, 1.294118e-04
2.000, 1.034724e+02, 1.411765e-04
2.000, 9.745831e+01, 1.529412e-04
2.000, 9.434683e+01, 1.647059e-04
2.000, 9.340323e+01, 1.764706e-04
2.000, 9.175485e+01, 1.882353e-04
2.000, 9.058884e+01, 2.000000e-04
2.000, 8.233065e+01, 2.117647e-04
2.000, 8.103884e+01, 2.235294e-04
2.000, 7.717059e+01, 2.352941e-04
2.000, 7.646649e+01, 2.470588e-04
2.000, 7.618450e+01, 2.588235e-04
2.000, 7.478459e+01, 2.705882e-04
2.000, 7.429907e+01, 2.823529e-04
2.000, 7.392716e+01, 2.941176e-04
2.000, 7.046726e+01, 3.058824e-04
2.000, 6.631182e+01, 3.176471e-04
2.000, 6.414893e+01, 3.294118e-04
2.000, 6.162695e+01, 3.411765e-04
2.000, 6.079657e+01, 3.529412e-04
2.000, 6.047153e+01, 3.647059e-04
2.000, 5.982593e+01, 3.764706e-04
2.000, 5.739704e+01, 3.882353e-04
2.000, 5.648304e+01, 4.000000e-04
2.000, 5.322503e+01, 4.117647e-04
2.000, 4.944479e+01, 4.235294e-04
2.000, 4.914756e+01, 4.352941e-04
2.000, 4.906444e+01, 4.470588e-04
2.000, 4.864832e+01, 4.588235e-04
2.000, 4.812736e+01, 4.705882e-04
2.000, 4.747369e+01, 4.823529e-04
2.000, 4.687297e+01, 4.941176e-04
2.000, 4.669788e+01, 5.058824e-04
2.000, 4.437027e+01, 5.176471e-04
2.000, 4.348203e+01, 5.294118e-04
2.000, 4.275284e+01, 5.411765e-04
2.000, 4.155837e+01, 5.529412e-04
2.000, 4.046434e+01, 5.647059e-04
2.000, 4.010210e+01, 5.764706e-04
2.000, 3.961123e+01, 5.882353e-04
2.000, 3.939207e+01, 6.000000e-04
2.000, 3.883351e+01, 6.117647e-04
2.000, 3.846848e+01, 6.235294e-04
2.000, 3.816018e+01, 6.352941e-04
2.000, 3.699496e+01, 6.470588e-04
2.000, 3.689794e+01, 6.588235e-04
2.000, 3.549133e+01, 6.705882e-04
2.000, 3.528748e+01, 6.823529e-04
2.000, 3.520898e+01, 6.941176e-04
2.000, 3.501813e+01, 7.058824e-04
2.000, 3.491256e+01, 7.176471e-04
2.000, 3.474416e+01, 7.294118e-04
2.000, 3.418996e+01, 7.411765e-04
2.000, 3.413994e+01, 7.529412e-04
2.000, 3.352410e+01, 7.647059e-04
2.000, 3.341845e+01, 7.764706e-04
2.000, 3.320038e+01, 7.882353e-04
2.000, 3.212650e+01, 8.000000e-04
2.000, 3.155235e+01, 8.117647e-04
2.000, 3.087662e+01, 8.235294e-04
2.000, 3.075190e+01, 8.352941e-04
2.000, 2.985253e+01, 8.470588e-04
2.000, 2.873736e+01, 8.588235e-04
2.000, 2.835348e+01, 8.705882e-04
2.000, 2.816003e+01, 8.823529e-04
2.000, 2.756058e+01, 8.941176e-04
2.000, 2.750425e+01, 9.058824e-04
2.000, 2.710796e+01, 9.176471e-04
2.000, 2.636868e+01, 9.294118e-04
2.000, 2.571954e+01, 9.411765e-04
2.000, 2.571029e+01, 9.529412e-04
2.000, 2.555737e+01, 9.647059e-04
2.000, 2.552529e+01, 9.764706e-04
2.000, 2.525073e+01, 9.882353e-04
2.000, 2.514285e+01, 1.000000e-03
2.000, 2.504140e+01, 1.011765e-03
2.000, 2.386175e+01, 1.023529e-03
2.000, 2.373320e+01, 1.035294e-03
2.000, 2.353071e+01, 1.047059e-03
2.000, 2.308779e+01, 1.058824e-03
2.000, 2.286497e+01, 1.070588e-03
2.000, 2.256041e+01, 1.082353e-03
2.000, 2.239369e+01, 1.094118e-03
2.000, 2.213786e+01, 1.105882e-03
2.000, 2.174378e+01, 1.117647e-03
2.000, 2.173658e+01, 1.129412e-03
2.000, 2.153458e+01, 1.141176e-03
2.000, 2.115717e+01, 1.152941e-03
2.000, 2.099622e+01, 1.164706e-03
2.000, 2.098379e+01, 1.176471e-03
2.000, 2.092859e+01, 1.188235e-03
2.000, 2.069361e+01, 1.200000e-03
2.000, 2.058772e+01, 1.211765e-03
2.000, 2.033561e+01, 1.223529e-03
2.000, 2.017211e+01, 1.235294e-03
2.000, 1.989695e+01, 1.247059e-03
2.000, 1.977042e+01, 1.258824e-03
2.000, 1.924700e+01, 1.270588e-03
2.000, 1.875783e+01, 1.282353e-03
2.000, 1.859719e+01, 1.294118e-03
2.000, 1.852054e+01, 1.305882e-03
2.000, 1.818461e+01, 1.317647e-03
2.000, 1.797935e+01, 1.329412e-03
2.000, 1.781103e+01, 1.341176e-03
2.000, 1.759184e+01, 1.352941e-03
2.000, 1.757171e+01, 1.364706e-03
2.000, 1.753573e+01, 1.376471e-03
2.000, 1.716167e+01, 1.388235e-03
2.000, 1.712505e+01, 1.400000e-03
2.000, 1.691706e+01, 1.411765e-03
2.000, 1.686694e+01, 1.423529e-03
2.000, 1.642678e+01, 1.435294e-03
2.000, 1.581108e+01, 1.447059e-03
2.000, 1.516407e+01, 1.458824e-03
2.000, 1.513091e+01, 1.470588e-03
2.000, 1.491592e+01, 1.482353e-03
2.000, 1.458440e+01, 1.494118e-03
2.000, 1.441425e+01, 1.505882e-03
2.000, 1.428678e+01, 1.517647e-03
2.000, 1.404545e+01, 1.529412e-03
2.000, 1.351726e+01, 1.541176e-03
2.000, 1.309991e+01, 1.552941e-03
2.000, 1.306941e+01, 1.564706e-03
2.000, 1.285396e+01, 1.576471e-03
2.000, 1.280252e+01, 1.588235e-03
2.000, 1.274164e+01, 1.600000e-03
2.000, 1.256993e+01, 1.611765e-03
2.000, 1.197908e+01, 1.623529e-03
2.000, 1.180244e+01, 1.635294e-03
2.000, 1.175388e+01, 1.647059e-03
2.000, 1.124387e+01, 1.658824e-03
2.000, 1.099413e+01, 1.670588e-03
2.000, 1.073453e+01, 1.682353e-03
2.000, 1.042901e+01, 1.694118e-03
2.000, 1.010387e+01, 1.705882e-03
2.000, 9.901498e+00, 1.717647e-03
2.000, 9.358887e+00, 1.729412e-03
2.000, 9.023752e+00, 1.741176e-03
2.000, 8.639417e+00, 1.752941e-03
2.000, 8.327017e+00, 1.764706e-03
2.000, 8.217466e+00, 1.776471e-03
2.000, 8.196401e+00, 1.788235e-03
2.000, 8.029193e+00, 1.800000e-03
2.000, 7.982641e+00, 1.811765e-03
2.000, 7.500046e+00, 1.823529e-03
2.000, 7.461902e+00, 1.835294e-03
2.000, 7.433073e+00, 1.847059e-03
2.000, 7.337117e+00, 1.858824e-03
2.000, 7.121442e+00, 1.870588e-03
2.000, 7.002420e+00, 1.882353e-03
2.000, 6.936208e+00, 1.894118e-03
2.000, 6.912838e+00, 1.905882e-03
2.000, 6.844980e+00, 1.917647e-03
2.000, 5.334812e+00, 1.929412e-03
2.000, 4.868481e+00, 1.941176e-03
2.000, 4.789954e+00, 1.952941e-03
2.000, 4.114764e+00, 1.964706e-03
2.000, 4.087617e+00, 1.976471e-03
2.000, 3.599068e+00, 1.988235e-03
2.500, 8.185373e+02, 1.176471e-05
2.500, 7.994800e+02, 2.352941e-05
2.500, 4.457300e+02, 3.529412e-05
2.500, 3.066350e+02, 4.705882e-05
2.500, 2.625327e+02, 5.882353e-05
2.500, 2.062167e+02, 7.058824e-05
2.500, 1.800145e+02, 8.235294e-05
2.500, 1.515452e+02, 9.411765e-05
2.500, 1.477282e+02, 1.058824e-04
2.500, 1.356581e+02, 1.176471e-04
2.500, 1.274745e+02, 1.294118e-04
2.500, 1.182256e+02, 1.411765e-04
2.500, 1.163602e+02, 1.529412e-04
2.500, 1.040936e+02, 1.647059e-04
2.500, 9.557675e+01, 1.764706e-04
2.500, 9.534115e+01, 1.882353e-04
2.500, 9.478414e+01, 2.000000e-04
2.500, 8.782555e+01, 2.117647e-04
2.500, 8.548332e+01, 2.235294e-04
2.500, 8.470614e+01, 2.352941e-04
2.500, 7.660230e+01, 2.470588e-04
2.500, 7.332232e+01, 2.588235e-04
2.500, 6.458361e+01, 2.705882e-04
2.500, 5.955843e+01, 2.823529e-04
2.500, 5.894995e+01, 2.941176e-04
2.500, 5.637053e+01, 3.058824e-04
2.500, 5.465607e+01, 3.176471e-04
2.500, 5.291413e+01, 3.294118e-04
2.500, 5.160796e+01, 3.411765e-04
2.500, 5.120432e+01, 3.529412e-04
2.500, 4.824887e+01, 3.647059e-04
2.500, 4.785687e+01, 3.764706e-04
2.500, 4.750663e+01, 3.882353e-04
2.500, 4.722922e+01, 4.000000e-04
2.500, 4.722887e+01, 4.117647e-04
2.500, 4.425029e+01, 4.235294e-04
2.500, 4.421260e+01, 4.352941e-04
2.500, 4.396731e+01, 4.470588e-04
2.500, 4.360906e+01, 4.588235e-04
2.500, 4.241446e+01, 4.705882e-04
2.500, 4.198037e+01, 4.823529e-04
2.500, 4.171697e+01, 4.941176e-04
2.500, 4.128315e+01, 5.058824e-04
2.500, 4.004466e+01, 5.176471e-04
2.500, 3.886128e+01, 5.294118e-04
2.500, 3.882490e+01, 5.411765e-04
2.500, 3.734668e+01, 5.529412e-04
2.500, 3.706950e+01, 5.647059e-04
2.500, 3.581094e+01, 5.764706e-04
2.500, 3.537983e+01, 5.882353e-04
2.500, 3.447779e+01, 6.000000e-04
2.500, 3.385498e+01, 6.117647e-04
2.500, 3.368426e+01, 6.235294e-04
2.500, 3.216923e+01, 6.352941e-04
2.500, 3.179370e+01, 6.470588e-04
2.500, 3.064548e+01, 6.588235e-04
2.500, 3.057830e+01, 6.705882e-04
2.500, 2.925013e+01, 6.823529e-04
2.500, 2.915763e+01, 6.941176e-04
2.500, 2.907458e+01, 7.058824e-04
2.500, 2.877126e+01, 7.176471e-04
2.500, 2.830759e+01, 7.294118e-04
2.500, 2.794116e+01, 7.411765e-04
2.500, 2.756759e+01, 7.529412e-04
2.500, 2.751461e+01, 7.647059e-04
2.500, 2.745612e+01, 7.764706e-04
2.500, 2.720885e+01, 7.882353e-04
2.500, 2.709723e+01, 8.000000e-04
2.500, 2.708453e+01, 8.117647e-04
2.500, 2.689202e+01, 8.235294e-04
2.500, 2.681511e+01, 8.352941e-04
2.500, 2.676679e+01, 8.470588e-04
2.500, 2.659978e+01, 8.588235e-04
2.500, 2.639134e+01, 8.705882e-04
2.500, 2.600694e+01, 8.823529e-04
2.500, 2.576902e+01, 8.941176e-04
2.500, 2.571785e+01, 9.058824e-04
2.500, 2.519462e+01, 9.176471e-04
2.500, 2.514571e+01, 9.294118e-04
2.500, 2.507479e+01, 9.411765e-04
2.500, 2.497887e+01, 9.529412e-04
2.500, 2.466937e+01, 9.647059e-04
2.500, 2.464351e+01, 9.764706e-04
2.500, 2.421120e+01, 9.882353e-04
2.500, 2.399681e+01, 1.000000e-03
2.500, 2.374301e+01, 1.011765e-03
2.500, 2.362412e+01, 1.023529e-03
2.500, 2.323354e+01, 1.035294e-03
2.500, 2.323061e+01, 1.047059e-03
2.500, 2.246634e+01, 1.058824e-03
2.500, 2.229498e+01, 1.070588e-03
2.500, 2.197351e+01, 1.082353e-03
2.500, 2.178567e+01, 1.094118e-03
2.500, 2.167545e+01, 1.105882e-03
2.500, 2.148503e+01, 1.117647e-03
2.500, 2.104207e+01, 1.129412e-03
2.500, 1.986524e+01, 1.141176e-03
2.500, 1.983346e+01, 1.152941e-03
2.500, 1.938931e+01, 1.164706e-03
2.500, 1.895386e+01, 1.176471e-03
2.500, 1.861064e+01, 1.188235e-03
2.500, 1.850338e+01, 1.200000e-03
2.500, 1.826126e+01, 1.211765e-03
2.500, 1.758859e+01, 1.223529e-03
2.500, 1.731609e+01, 1.235294e-03
2.500, 1.679536e+01, 1.247059e-03
2.500, 1.658300e+01, 1.258824e-03
2.500, 1.657161e+01, 1.270588e-03
2.500, 1.646968e+01, 1.282353e-03
2.500, 1.612449e+01, 1.294118e-03
2.500, 1.601299e+01, 1.305882e-03
2.500, 1.556846e+01, 1.317647e-03
2.500, 1.536380e+01, 1.329412e-03
2.500, 1.531131e+01, 1.341176e-03
2.500, 1.527340e+01, 1.352941e-03
2.500, 1.513833e+01, 1.364706e-03
2.500, 1.507615e+01, 1.376471e-03
2.500, 1.506193e+01, 1.388235e-03
2.500, 1.492192e+01, 1.400000e-03
2.500, 1.472661e+01, 1.411765e-03
2.500, 1.469323e+01, 1.423529e-03
2.500, 1.460767e+01, 1.435294e-03
2.500, 1.446775e+01, 1.447059e-03
2.500, 1.428502e+01, 1.458824e-03
2.500, 1.421213e+01, 1.470588e-03
2.500, 1.402285e+01, 1.482353e-03
2.500, 1.358652e+01, 1.494118e-03
2.500, 1.312730e+01, 1.505882e-03
2.500, 1.292199e+01, 1.517647e-03
2.500, 1.272838e+01, 1.529412e-03
2.500, 1.261374e+01, 1.541176e-03
2.500, 1.259210e+01, 1.552941e-03
2.500, 1.255237e+01, 1.564706e-03
2.500, 1.241210e+01, 1.576471e-03
2.500, 1.222895e+01, 1.588235e-03
2.500, 1.207799e+01, 1.600000e-03
2.500, 1.193308e+01, 1.611765e-03
2.500, 1.176302e+01, 1.623529e-03
2.500, 1.172433e+01, 1.635294e-03
2.500, 1.162095e+01, 1.647059e-03
2.500, 1.133777e+01, 1.658824e-03
2.500, 1.128841e+01, 1.670588e-03
2.500, 1.119477e+01, 1.682353e-03
2.500, 1.114595e+01, 1.694118e-03
2.500, 1.108471e+01, 1.705882e-03
2.500, 1.095900e+01, 1.717647e-03
2.500, 1.091558e+01, 1.729412e-03
2.500, 1.055520e+01, 1.741176e-03
2.500, 1.055114e+01, 1.752941e-03
2.500, 1.044547e+01, 1.764706e-03
2.500, 1.043419e+01, 1.776471e-03
2.500, 1.036341e+01, 1.788235e-03
2.500, 1.009224e+01, 1.800000e-03
2.500, 9.830869e+00, 1.811765e-03
2.500, 9.802081e+00, 1.823529e-03
2.500, 9.594887e+00, 1.835294e-03
2.500, 9.291389e+00, 1.847059e-03
2.500, 8.807417e+00, 1.858824e-03
2.500, 8.602332e+00, 1.870588e-03
2.500, 8.519031e+00, 1.882353e-03
2.500, 8.195871e+00, 1.894118e-03
2.500, 7.886000e+00, 1.905882e-03
2.500, 7.024240e+00, 1.917647e-03
2.500, 7.013451e+00, 1.929412e-03
2.500, 6.404474e+00, 1.941176e-03
2.500, 5.459392e+00, 1.952941e-03
2.500, 5.016473e+00, 1.964706e-03
2.500, 4.866707e+00, 1.976471e-03
2.500, 4.248328e+00, 1.988235e-03
3.000, 1.377239e+03, 1.176471e-05
3.000, 1.357242e+03, 2.352941e-05
3.000, 4.106697e+02, 3.529412e-05
3.000, 3.308488e+02, 4.705882e-05
3.000, 3.289551e+02, 5.882353e-05
3.000, 2.990309e+02, 7.058824e-05
3.000, 2.493271e+02, 8.235294e-05
3.000, 2.084296e+02, 9.411765e-05
3.000, 1.712494e+02, 1.058824e-04
3.000, 1.631331e+02, 1.176471e-04
3.000, 1.592786e+02, 1.294118e-04
3.000, 1.335199e+02, 1.411765e-04
3.000, 1.090356e+02, 1.529412e-04
3.000, 1.043880e+02, 1.647059e-04
3.000, 1.042911e+02, 1.764706e-04
3.000, 1.029614e+02, 1.882353e-04
3.000, 9.757785e+01, 2.000000e-04
3.000, 9.091204e+01, 2.117647e-04
3.000, 8.954184e+01, 2.235294e-04
3.000, 8.861399e+01, 2.352941e-04
3.000, 8.711312e+01, 2.470588e-04
3.000, 8.622738e+01, 2.588235e-04
3.000, 7.437016e+01, 2.705882e-04
3.000, 7.148963e+01, 2.823529e-04
3.000, 6.909996e+01, 2.941176e-04
3.000, 6.775656e+01, 3.058824e-04
3.000, 6.587296e+01, 3.176471e-04
3.000, 6.515875e+01, 3.294118e-04
3.000, 6.385255e+01, 3.411765e-04
3.000, 5.804283e+01, 3.529412e-04
3.000, 5.709113e+01, 3.647059e-04
3.000, 5.612226e+01, 3.764706e-04
3.000, 5.580787e+01, 3.882353e-04
3.000, 5.557668e+01, 4.000000e-04
3.000, 5.519327e+01, 4.117647e-04
3.000, 5.318786e+01, 4.235294e-04
3.000, 4.892571e+01, 4.352941e-04
3.000, 4.811326e+01, 4.470588e-04
3.000, 4.749380e+01, 4.588235e-04
3.000, 4.728679e+01, 4.705882e-04
3.000, 4.714172e+01, 4.823529e-04
3.000, 4.648010e+01, 4.941176e-04
3.000, 4.608123e+01, 5.058824e-04
3.000, 4.546056e+01, 5.176471e-04
3.000, 4.464741e+01, 5.294118e-04
3.000, 4.250886e+01, 5.411765e-04
3.000, 4.176573e+01, 5.529412e-04
3.000, 4.067034e+01, 5.647059e-04
3.000, 4.028181e+01, 5.764706e-04
3.000, 3.828097e+01, 5.882353e-04
3.000, 3.794059e+01, 6.000000e-04
3.000, 3.789607e+01, 6.117647e-04
3.000, 3.763575e+01, 6.235294e-04
3.000, 3.711167e+01, 6.352941e-04
3.000, 3.656328e+01, 6.470588e-04
3.000, 3.554150e+01, 6.588235e-04
3.000, 3.550524e+01, 6.705882e-04
