# 各周期危险性曲线
周期(s), 谱加速度(cm/s^2), 年超越概率
0.070, 2.038116e+01, 3.411765e-04
0.070, 1.979434e+01, 3.529412e-04
0.070, 1.926668e+01, 3.647059e-04
0.070, 1.806103e+01, 3.764706e-04
0.070, 1.772461e+01, 3.882353e-04
0.070, 1.567339e+01, 4.000000e-04
0.070, 1.563907e+01, 4.117647e-04
0.070, 1.542868e+01, 4.235294e-04
0.070, 1.469155e+01, 4.352941e-04
0.070, 1.438758e+01, 4.470588e-04
0.070, 1.416780e+01, 4.588235e-04
0.070, 1.360897e+01, 4.705882e-04
0.070, 1.302048e+01, 4.823529e-04
0.070, 1.241841e+01, 4.941176e-04
0.070, 1.145624e+01, 5.058824e-04
0.070, 1.139809e+01, 5.176471e-04
0.070, 1.128479e+01, 5.294118e-04
0.070, 1.126150e+01, 5.411765e-04
0.070, 1.106762e+01, 5.529412e-04
0.070, 1.104235e+01, 5.647059e-04
0.070, 1.099724e+01, 5.764706e-04
0.070, 1.099031e+01, 5.882353e-04
0.070, 1.067596e+01, 6.000000e-04
0.070, 1.044578e+01, 6.117647e-04
0.070, 9.903875e+00, 6.235294e-04
0.070, 9.717745e+00, 6.352941e-04
0.070, 9.714378e+00, 6.470588e-04
0.070, 9.641621e+00, 6.588235e-04
0.070, 9.623194e+00, 6.705882e-04
0.070, 9.525577e+00, 6.823529e-04
0.070, 8.770125e+00, 6.941176e-04
0.070, 8.765826e+00, 7.058824e-04
0.070, 8.595334e+00, 7.176471e-04
0.070, 8.565036e+00, 7.294118e-04
0.070, 8.266188e+00, 7.411765e-04
0.070, 8.256899e+00, 7.529412e-04
0.070, 8.203254e+00, 7.647059e-04
0.070, 8.084234e+00, 7.764706e-04
0.070, 7.790593e+00, 7.882353e-04
0.070, 7.778703e+00, 8.000000e-04
0.070, 7.762578e+00, 8.117647e-04
0.070, 7.761536e+00, 8.235294e-04
0.070, 7.578470e+00, 8.352941e-04
0.070, 7.400047e+00, 8.470588e-04
0.070, 7.152587e+00, 8.588235e-04
0.070, 6.818052e+00, 8.705882e-04
0.070, 6.510084e+00, 8.823529e-04
0.070, 6.492395e+00, 8.941176e-04
0.070, 6.464714e+00, 9.058824e-04
0.070, 6.371660e+00, 9.176471e-04
0.070, 6.229382e+00, 9.294118e-04
0.070, 6.147475e+00, 9.411765e-04
0.070, 6.005618e+00, 9.529412e-04
0.070, 5.915194e+00, 9.647059e-04
0.070, 5.874129e+00, 9.764706e-04
0.070, 5.761583e+00, 9.882353e-04
0.070, 5.744019e+00, 1.000000e-03
0.070, 5.722661e+00, 1.011765e-03
0.070, 5.655068e+00, 1.023529e-03
0.070, 5.491556e+00, 1.035294e-03
0.070, 5.393584e+00, 1.047059e-03
0.070, 5.380958e+00, 1.058824e-03
0.070, 5.349322e+00, 1.070588e-03
0.070, 5.281845e+00, 1.082353e-03
0.070, 5.249419e+00, 1.094118e-03
0.070, 5.140889e+00, 1.105882e-03
0.070, 5.064480e+00, 1.117647e-03
0.070, 5.059873e+00, 1.129412e-03
0.070, 5.028841e+00, 1.141176e-03
0.070, 4.901389e+00, 1.152941e-03
0.070, 4.875904e+00, 1.164706e-03
0.070, 4.815862e+00, 1.176471e-03
0.070, 4.785135e+00, 1.188235e-03
0.070, 4.666979e+00, 1.200000e-03
0.070, 4.572903e+00, 1.211765e-03
0.070, 4.572587e+00, 1.223529e-03
0.070, 4.521495e+00, 1.235294e-03
0.070, 4.501222e+00, 1.247059e-03
0.070, 4.402146e+00, 1.258824e-03
0.070, 4.399949e+00, 1.270588e-03
0.070, 4.269398e+00, 1.282353e-03
0.070, 4.246436e+00, 1.294118e-03
0.070, 4.229917e+00, 1.305882e-03
0.070, 4.128029e+00, 1.317647e-03
0.070, 4.108193e+00, 1.329412e-03
0.070, 4.035856e+00, 1.341176e-03
0.070, 4.026560e+00, 1.352941e-03
0.070, 3.971346e+00, 1.364706e-03
0.070, 3.965701e+00, 1.376471e-03
0.070, 3.961207e+00, 1.388235e-03
0.070, 3.948672e+00, 1.400000e-03
0.070, 3.947259e+00, 1.411765e-03
0.070, 3.901294e+00, 1.423529e-03
0.070, 3.882524e+00, 1.435294e-03
0.070, 3.842982e+00, 1.447059e-03
0.070, 3.775109e+00, 1.458824e-03
0.070, 3.720594e+00, 1.470588e-03
0.070, 3.719976e+00, 1.482353e-03
0.070, 3.599797e+00, 1.494118e-03
0.070, 3.546840e+00, 1.505882e-03
0.070, 3.351354e+00, 1.517647e-03
0.070, 3.259416e+00, 1.529412e-03
0.070, 3.236354e+00, 1.541176e-03
0.070, 3.183675e+00, 1.552941e-03
0.070, 3.162665e+00, 1.564706e-03
0.070, 3.103899e+00, 1.576471e-03
0.070, 3.101744e+00, 1.588235e-03
0.070, 3.066591e+00, 1.600000e-03
0.070, 3.039800e+00, 1.611765e-03
0.070, 2.973388e+00, 1.623529e-03
0.070, 2.894724e+00, 1.635294e-03
0.070, 2.887524e+00, 1.647059e-03
0.070, 2.657079e+00, 1.658824e-03
0.070, 2.639796e+00, 1.670588e-03
0.070, 2.586462e+00, 1.682353e-03
0.070, 2.578321e+00, 1.694118e-03
0.070, 2.531893e+00, 1.705882e-03
0.070, 2.447018e+00, 1.717647e-03
0.070, 2.415253e+00, 1.729412e-03
0.070, 2.391653e+00, 1.741176e-03
0.070, 2.370248e+00, 1.752941e-03
0.070, 2.291857e+00, 1.764706e-03
0.070, 2.193863e+00, 1.776471e-03
0.070, 2.171114e+00, 1.788235e-03
0.070, 2.102990e+00, 1.800000e-03
0.070, 2.102846e+00, 1.811765e-03
0.070, 2.077794e+00, 1.823529e-03
0.070, 2.066697e+00, 1.835294e-03
0.070, 2.000330e+00, 1.847059e-03
0.070, 1.910879e+00, 1.858824e-03
0.070, 1.886619e+00, 1.870588e-03
0.070, 1.799982e+00, 1.882353e-03
0.070, 1.789354e+00, 1.894118e-03
0.070, 1.564525e+00, 1.905882e-03
0.070, 1.381017e+00, 1.917647e-03
0.070, 1.369093e+00, 1.929412e-03
0.070, 1.363706e+00, 1.941176e-03
0.070, 1.268451e+00, 1.952941e-03
0.070, 1.246402e+00, 1.964706e-03
0.070, 1.149864e+00, 1.976471e-03
0.070, 1.076468e+00, 1.988235e-03
0.080, 3.254829e+02, 1.176471e-05
0.080, 3.008863e+02, 2.352941e-05
0.080, 1.443692e+02, 3.529412e-05
0.080, 1.244737e+02, 4.705882e-05
0.080, 8.238762e+01, 5.882353e-05
0.080, 6.733721e+01, 7.058824e-05
0.080, 6.481238e+01, 8.235294e-05
0.080, 6.258728e+01, 9.411765e-05
0.080, 6.108451e+01, 1.058824e-04
0.080, 5.358659e+01, 1.176471e-04
0.080, 4.978080e+01, 1.294118e-04
0.080, 3.990064e+01, 1.411765e-04
0.080, 3.884542e+01, 1.529412e-04
0.080, 3.820829e+01, 1.647059e-04
0.080, 3.368053e+01, 1.764706e-04
0.080, 3.199195e+01, 1.882353e-04
0.080, 3.085926e+01, 2.000000e-04
0.080, 2.924748e+01, 2.117647e-04
0.080, 2.833175e+01, 2.235294e-04
0.080, 2.759510e+01, 2.352941e-04
0.080, 2.458038e+01, 2.470588e-04
0.080, 2.429927e+01, 2.588235e-04
0.080, 2.368743e+01, 2.705882e-04
0.080, 2.033885e+01, 2.823529e-04
0.080, 1.977273e+01, 2.941176e-04
0.080, 1.974689e+01, 3.058824e-04
0.080, 1.927450e+01, 3.176471e-04
0.080, 1.869966e+01, 3.294118e-04
0.080, 1.849791e+01, 3.411765e-04
0.080, 1.827010e+01, 3.529412e-04
0.080, 1.709525e+01, 3.647059e-04
0.080, 1.621099e+01, 3.764706e-04
0.080, 1.584312e+01, 3.882353e-04
0.080, 1.551506e+01, 4.000000e-04
0.080, 1.537858e+01, 4.117647e-04
0.080, 1.488378e+01, 4.235294e-04
0.080, 1.487938e+01, 4.352941e-04
0.080, 1.483770e+01, 4.470588e-04
0.080, 1.447750e+01, 4.588235e-04
0.080, 1.420896e+01, 4.705882e-04
0.080, 1.380861e+01, 4.823529e-04
0.080, 1.366801e+01, 4.941176e-04
0.080, 1.328377e+01, 5.058824e-04
0.080, 1.323364e+01, 5.176471e-04
0.080, 1.320486e+01, 5.294118e-04
0.080, 1.317883e+01, 5.411765e-04
0.080, 1.308783e+01, 5.529412e-04
0.080, 1.289561e+01, 5.647059e-04
0.080, 1.263357e+01, 5.764706e-04
0.080, 1.245725e+01, 5.882353e-04
0.080, 1.227692e+01, 6.000000e-04
0.080, 1.220530e+01, 6.117647e-04
0.080, 1.153073e+01, 6.235294e-04
0.080, 1.152908e+01, 6.352941e-04
0.080, 1.086890e+01, 6.470588e-04
0.080, 1.066993e+01, 6.588235e-04
0.080, 1.053311e+01, 6.705882e-04
0.080, 1.024848e+01, 6.823529e-04
0.080, 9.639906e+00, 6.941176e-04
0.080, 9.515818e+00, 7.058824e-04
0.080, 9.441172e+00, 7.176471e-04
0.080, 9.332367e+00, 7.294118e-04
0.080, 9.169986e+00, 7.411765e-04
0.080, 9.085737e+00, 7.529412e-04
0.080, 8.985335e+00, 7.647059e-04
0.080, 8.921523e+00, 7.764706e-04
0.080, 8.764796e+00, 7.882353e-04
0.080, 8.757186e+00, 8.000000e-04
0.080, 8.726742e+00, 8.117647e-04
0.080, 8.619199e+00, 8.235294e-04
0.080, 8.606398e+00, 8.352941e-04
0.080, 8.508892e+00, 8.470588e-04
0.080, 8.476218e+00, 8.588235e-04
0.080, 8.446567e+00, 8.705882e-04
0.080, 8.151952e+00, 8.823529e-04
0.080, 8.080221e+00, 8.941176e-04
0.080, 8.049077e+00, 9.058824e-04
0.080, 8.043025e+00, 9.176471e-04
0.080, 7.604219e+00, 9.294118e-04
0.080, 7.578248e+00, 9.411765e-04
0.080, 7.491169e+00, 9.529412e-04
0.080, 7.465370e+00, 9.647059e-04
0.080, 7.438370e+00, 9.764706e-04
0.080, 7.312049e+00, 9.882353e-04
0.080, 7.300912e+00, 1.000000e-03
0.080, 6.962160e+00, 1.011765e-03
0.080, 6.908778e+00, 1.023529e-03
0.080, 6.847971e+00, 1.035294e-03
0.080, 6.831792e+00, 1.047059e-03
0.080, 6.645312e+00, 1.058824e-03
0.080, 6.622567e+00, 1.070588e-03
0.080, 6.611564e+00, 1.082353e-03
0.080, 6.469914e+00, 1.094118e-03
0.080, 6.415653e+00, 1.105882e-03
0.080, 6.370197e+00, 1.117647e-03
0.080, 6.204475e+00, 1.129412e-03
0.080, 6.171261e+00, 1.141176e-03
0.080, 6.136667e+00, 1.152941e-03
0.080, 6.130715e+00, 1.164706e-03
0.080, 6.079316e+00, 1.176471e-03
0.080, 6.053945e+00, 1.188235e-03
0.080, 5.910157e+00, 1.200000e-03
0.080, 5.868835e+00, 1.211765e-03
0.080, 5.842677e+00, 1.223529e-03
0.080, 5.814846e+00, 1.235294e-03
0.080, 5.565812e+00, 1.247059e-03
0.080, 5.563982e+00, 1.258824e-03
0.080, 4.732245e+00, 1.270588e-03
0.080, 4.680308e+00, 1.282353e-03
0.080, 4.607590e+00, 1.294118e-03
0.080, 4.571978e+00, 1.305882e-03
0.080, 4.569225e+00, 1.317647e-03
0.080, 4.513777e+00, 1.329412e-03
0.080, 4.428920e+00, 1.341176e-03
0.080, 4.411863e+00, 1.352941e-03
0.080, 4.248244e+00, 1.364706e-03
0.080, 4.212763e+00, 1.376471e-03
0.080, 4.169480e+00, 1.388235e-03
0.080, 4.128917e+00, 1.400000e-03
0.080, 4.084108e+00, 1.411765e-03
0.080, 3.971056e+00, 1.423529e-03
0.080, 3.952727e+00, 1.435294e-03
0.080, 3.926170e+00, 1.447059e-03
0.080, 3.908521e+00, 1.458824e-03
0.080, 3.823122e+00, 1.470588e-03
0.080, 3.595049e+00, 1.482353e-03
0.080, 3.566979e+00, 1.494118e-03
0.080, 3.514921e+00, 1.505882e-03
0.080, 3.432423e+00, 1.517647e-03
0.080, 3.375403e+00, 1.529412e-03
0.080, 3.218987e+00, 1.541176e-03
0.080, 3.201349e+00, 1.552941e-03
0.080, 3.076063e+00, 1.564706e-03
0.080, 3.073442e+00, 1.576471e-03
0.080, 3.014230e+00, 1.588235e-03
0.080, 3.005148e+00, 1.600000e-03
0.080, 3.000013e+00, 1.611765e-03
0.080, 2.840366e+00, 1.623529e-03
0.080, 2.786273e+00, 1.635294e-03
0.080, 2.782361e+00, 1.647059e-03
0.080, 2.781890e+00, 1.658824e-03
0.080, 2.771844e+00, 1.670588e-03
0.080, 2.745383e+00, 1.682353e-03
0.080, 2.709509e+00, 1.694118e-03
0.080, 2.629636e+00, 1.705882e-03
0.080, 2.625579e+00, 1.717647e-03
0.080, 2.621633e+00, 1.729412e-03
0.080, 2.579694e+00, 1.741176e-03
0.080, 2.468250e+00, 1.752941e-03
0.080, 2.266781e+00, 1.764706e-03
0.080, 2.231719e+00, 1.776471e-03
0.080, 2.222416e+00, 1.788235e-03
0.080, 2.062852e+00, 1.800000e-03
0.080, 2.011732e+00, 1.811765e-03
0.080, 1.981503e+00, 1.823529e-03
0.080, 1.934931e+00, 1.835294e-03
0.080, 1.934741e+00, 1.847059e-03
0.080, 1.812732e+00, 1.858824e-03
0.080, 1.706059e+00, 1.870588e-03
0.080, 1.629342e+00, 1.882353e-03
0.080, 1.576003e+00, 1.894118e-03
0.080, 1.356378e+00, 1.905882e-03
0.080, 1.315354e+00, 1.917647e-03
0.080, 1.257169e+00, 1.929412e-03
0.080, 1.212259e+00, 1.941176e-03
0.080, 1.163255e+00, 1.952941e-03
0.080, 1.093671e+00, 1.964706e-03
0.080, 9.692878e-01, 1.976471e-03
0.080, 6.779618e-01, 1.988235e-03
0.090, 4.228224e+02, 1.176471e-05
0.090, 4.012943e+02, 2.352941e-05
0.090, 1.976238e+02, 3.529412e-05
0.090, 1.212640e+02, 4.705882e-05
0.090, 9.487070e+01, 5.882353e-05
0.090, 7.531587e+01, 7.058824e-05
0.090, 6.431143e+01, 8.235294e-05
0.090, 5.940935e+01, 9.411765e-05
0.090, 5.677939e+01, 1.058824e-04
0.090, 5.036395e+01, 1.176471e-04
0.090, 4.356519e+01, 1.294118e-04
0.090, 4.172489e+01, 1.411765e-04
0.090, 3.939446e+01, 1.529412e-04
0.090, 3.649740e+01, 1.647059e-04
0.090, 3.190050e+01, 1.764706e-04
0.090, 3.174417e+01, 1.882353e-04
0.090, 2.985253e+01, 2.000000e-04
0.090, 2.962512e+01, 2.117647e-04
0.090, 2.924409e+01, 2.235294e-04
0.090, 2.675232e+01, 2.352941e-04
0.090, 2.519131e+01, 2.470588e-04
0.090, 2.514297e+01, 2.588235e-04
0.090, 2.488331e+01, 2.705882e-04
0.090, 2.463568e+01, 2.823529e-04
0.090, 2.361574e+01, 2.941176e-04
0.090, 2.200599e+01, 3.058824e-04
0.090, 2.092203e+01, 3.176471e-04
0.090, 2.009532e+01, 3.294118e-04
0.090, 1.953207e+01, 3.411765e-04
0.090, 1.888047e+01, 3.529412e-04
0.090, 1.885916e+01, 3.647059e-04
0.090, 1.863612e+01, 3.764706e-04
0.090, 1.841448e+01, 3.882353e-04
0.090, 1.728809e+01, 4.000000e-04
0.090, 1.714484e+01, 4.117647e-04
0.090, 1.668645e+01, 4.235294e-04
0.090, 1.625929e+01, 4.352941e-04
0.090, 1.617313e+01, 4.470588e-04
0.090, 1.606346e+01, 4.588235e-04
0.090, 1.581827e+01, 4.705882e-04
0.090, 1.569692e+01, 4.823529e-04
0.090, 1.559693e+01, 4.941176e-04
0.090, 1.545051e+01, 5.058824e-04
0.090, 1.504006e+01, 5.176471e-04
0.090, 1.426064e+01, 5.294118e-04
0.090, 1.410200e+01, 5.411765e-04
0.090, 1.375876e+01, 5.529412e-04
0.090, 1.276102e+01, 5.647059e-04
0.090, 1.257441e+01, 5.764706e-04
0.090, 1.254670e+01, 5.882353e-04
0.090, 1.254468e+01, 6.000000e-04
0.090, 1.231325e+01, 6.117647e-04
0.090, 1.230157e+01, 6.235294e-04
0.090, 1.208045e+01, 6.352941e-04
0.090, 1.191414e+01, 6.470588e-04
0.090, 1.133101e+01, 6.588235e-04
0.090, 1.132269e+01, 6.705882e-04
0.090, 1.128611e+01, 6.823529e-04
0.090, 1.121794e+01, 6.941176e-04
0.090, 1.108253e+01, 7.058824e-04
0.090, 1.099337e+01, 7.176471e-04
0.090, 1.096724e+01, 7.294118e-04
0.090, 1.093604e+01, 7.411765e-04
0.090, 1.050302e+01, 7.529412e-04
0.090, 1.044972e+01, 7.647059e-04
0.090, 1.038668e+01, 7.764706e-04
0.090, 1.030833e+01, 7.882353e-04
0.090, 1.017855e+01, 8.000000e-04
0.090, 1.016966e+01, 8.117647e-04
0.090, 9.978874e+00, 8.235294e-04
0.090, 9.913292e+00, 8.352941e-04
0.090, 9.833150e+00, 8.470588e-04
0.090, 9.638619e+00, 8.588235e-04
0.090, 9.575356e+00, 8.705882e-04
0.090, 9.497760e+00, 8.823529e-04
0.090, 9.412709e+00, 8.941176e-04
0.090, 9.245504e+00, 9.058824e-04
0.090, 9.147703e+00, 9.176471e-04
0.090, 9.074505e+00, 9.294118e-04
0.090, 9.015915e+00, 9.411765e-04
0.090, 8.955434e+00, 9.529412e-04
0.090, 8.867327e+00, 9.647059e-04
0.090, 8.742608e+00, 9.764706e-04
0.090, 8.737688e+00, 9.882353e-04
0.090, 8.583403e+00, 1.000000e-03
0.090, 8.456759e+00, 1.011765e-03
0.090, 8.374943e+00, 1.023529e-03
0.090, 8.373733e+00, 1.035294e-03
0.090, 8.351929e+00, 1.047059e-03
0.090, 8.289005e+00, 1.058824e-03
0.090, 8.258384e+00, 1.070588e-03
0.090, 8.208291e+00, 1.082353e-03
0.090, 8.065080e+00, 1.094118e-03
0.090, 7.969132e+00, 1.105882e-03
0.090, 7.681854e+00, 1.117647e-03
0.090, 7.672865e+00, 1.129412e-03
0.090, 7.644307e+00, 1.141176e-03
0.090, 7.615501e+00, 1.152941e-03
0.090, 7.607975e+00, 1.164706e-03
0.090, 7.396304e+00, 1.176471e-03
0.090, 7.301158e+00, 1.188235e-03
0.090, 7.290466e+00, 1.200000e-03
0.090, 7.026385e+00, 1.211765e-03
0.090, 6.954228e+00, 1.223529e-03
0.090, 6.905488e+00, 1.235294e-03
0.090, 6.739532e+00, 1.247059e-03
0.090, 6.404310e+00, 1.258824e-03
0.090, 6.264292e+00, 1.270588e-03
0.090, 6.236475e+00, 1.282353e-03
0.090, 6.123285e+00, 1.294118e-03
0.090, 6.057887e+00, 1.305882e-03
0.090, 5.971400e+00, 1.317647e-03
0.090, 5.962532e+00, 1.329412e-03
0.090, 5.678136e+00, 1.341176e-03
0.090, 5.583609e+00, 1.352941e-03
0.090, 5.462877e+00, 1.364706e-03
0.090, 5.394053e+00, 1.376471e-03
0.090, 5.360750e+00, 1.388235e-03
0.090, 5.330330e+00, 1.400000e-03
0.090, 5.253469e+00, 1.411765e-03
0.090, 5.249589e+00, 1.423529e-03
0.090, 4.970250e+00, 1.435294e-03
0.090, 4.931741e+00, 1.447059e-03
0.090, 4.887170e+00, 1.458824e-03
0.090, 4.796630e+00, 1.470588e-03
0.090, 4.761555e+00, 1.482353e-03
0.090, 4.683380e+00, 1.494118e-03
0.090, 4.678648e+00, 1.505882e-03
0.090, 4.660456e+00, 1.517647e-03
0.090, 4.639210e+00, 1.529412e-03
0.090, 4.577148e+00, 1.541176e-03
0.090, 4.447553e+00, 1.552941e-03
0.090, 4.297264e+00, 1.564706e-03
0.090, 4.236430e+00, 1.576471e-03
0.090, 4.150002e+00, 1.588235e-03
0.090, 4.111992e+00, 1.600000e-03
0.090, 4.108045e+00, 1.611765e-03
0.090, 4.073268e+00, 1.623529e-03
0.090, 4.020799e+00, 1.635294e-03
0.090, 3.930724e+00, 1.647059e-03
0.090, 3.878169e+00, 1.658824e-03
0.090, 3.841984e+00, 1.670588e-03
0.090, 3.793462e+00, 1.682353e-03
0.090, 3.735325e+00, 1.694118e-03
0.090, 3.687480e+00, 1.705882e-03
0.090, 3.540126e+00, 1.717647e-03
0.090, 3.449593e+00, 1.729412e-03
0.090, 3.393138e+00, 1.741176e-03
0.090, 3.379319e+00, 1.752941e-03
0.090, 3.350199e+00, 1.764706e-03
0.090, 3.348325e+00, 1.776471e-03
0.090, 3.298093e+00, 1.788235e-03
0.090, 3.264546e+00, 1.800000e-03
0.090, 3.073888e+00, 1.811765e-03
0.090, 3.008735e+00, 1.823529e-03
0.090, 2.974148e+00, 1.835294e-03
0.090, 2.861194e+00, 1.847059e-03
0.090, 2.650709e+00, 1.858824e-03
0.090, 2.387448e+00, 1.870588e-03
0.090, 2.285242e+00, 1.882353e-03
0.090, 2.243825e+00, 1.894118e-03
0.090, 2.128520e+00, 1.905882e-03
0.090, 2.035513e+00, 1.917647e-03
0.090, 1.751124e+00, 1.929412e-03
0.090, 1.594318e+00, 1.941176e-03
0.090, 1.581371e+00, 1.952941e-03
0.090, 1.540721e+00, 1.964706e-03
0.090, 1.506497e+00, 1.976471e-03
0.090, 1.186586e+00, 1.988235e-03
0.100, 5.130842e+02, 1.176471e-05
0.100, 3.270632e+02, 2.352941e-05
0.100, 2.009691e+02, 3.529412e-05
0.100, 1.036390e+02, 4.705882e-05
0.100, 1.011004e+02, 5.882353e-05
0.100, 8.309875e+01, 7.058824e-05
0.100, 6.672770e+01, 8.235294e-05
0.100, 6.479934e+01, 9.411765e-05
0.100, 6.076277e+01, 1.058824e-04
0.100, 5.148406e+01, 1.176471e-04
0.100, 5.061642e+01, 1.294118e-04
0.100, 4.796325e+01, 1.411765e-04
0.100, 4.411936e+01, 1.529412e-04
0.100, 4.231667e+01, 1.647059e-04
0.100, 4.075910e+01, 1.764706e-04
0.100, 4.032698e+01, 1.882353e-04
0.100, 3.972956e+01, 2.000000e-04
0.100, 3.567385e+01, 2.117647e-04
0.100, 3.395693e+01, 2.235294e-04
0.100, 3.226026e+01, 2.352941e-04
0.100, 3.048470e+01, 2.470588e-04
0.100, 2.899595e+01, 2.588235e-04
0.100, 2.886986e+01, 2.705882e-04
0.100, 2.835110e+01, 2.823529e-04
0.100, 2.804673e+01, 2.941176e-04
0.100, 2.603451e+01, 3.058824e-04
0.100, 2.579812e+01, 3.176471e-04
0.100, 2.485885e+01, 3.294118e-04
0.100, 2.434278e+01, 3.411765e-04
0.100, 2.433973e+01, 3.529412e-04
0.100, 2.426083e+01, 3.647059e-04
0.100, 2.268353e+01, 3.764706e-04
0.100, 2.253788e+01, 3.882353e-04
0.100, 2.239107e+01, 4.000000e-04
0.100, 2.207153e+01, 4.117647e-04
0.100, 2.085448e+01, 4.235294e-04
0.100, 1.993234e+01, 4.352941e-04
0.100, 1.957975e+01, 4.470588e-04
0.100, 1.893230e+01, 4.588235e-04
0.100, 1.871551e+01, 4.705882e-04
0.100, 1.813878e+01, 4.823529e-04
0.100, 1.813699e+01, 4.941176e-04
0.100, 1.782833e+01, 5.058824e-04
0.100, 1.668548e+01, 5.176471e-04
0.100, 1.656514e+01, 5.294118e-04
0.100, 1.544451e+01, 5.411765e-04
0.100, 1.535716e+01, 5.529412e-04
0.100, 1.528334e+01, 5.647059e-04
0.100, 1.525970e+01, 5.764706e-04
0.100, 1.520241e+01, 5.882353e-04
0.100, 1.510101e+01, 6.000000e-04
0.100, 1.491976e+01, 6.117647e-04
0.100, 1.475228e+01, 6.235294e-04
0.100, 1.449483e+01, 6.352941e-04
0.100, 1.388990e+01, 6.470588e-04
0.100, 1.359802e+01, 6.588235e-04
0.100, 1.354350e+01, 6.705882e-04
0.100, 1.338644e+01, 6.823529e-04
0.100, 1.286497e+01, 6.941176e-04
0.100, 1.257867e+01, 7.058824e-04
0.100, 1.249548e+01, 7.176471e-04
0.100, 1.188782e+01, 7.294118e-04
0.100, 1.186787e+01, 7.411765e-04
0.100, 1.145041e+01, 7.529412e-04
0.100, 1.127155e+01, 7.647059e-04
0.100, 1.120262e+01, 7.764706e-04
0.100, 1.107765e+01, 7.882353e-04
0.100, 1.097244e+01, 8.000000e-04
0.100, 1.088067e+01, 8.117647e-04
0.100, 1.024291e+01, 8.235294e-04
0.100, 1.010661e+01, 8.352941e-04
0.100, 1.008060e+01, 8.470588e-04
0.100, 9.989338e+00, 8.588235e-04
0.100, 9.831657e+00, 8.705882e-04
0.100, 9.756462e+00, 8.823529e-04
0.100, 9.729440e+00, 8.941176e-04
0.100, 9.658527e+00, 9.058824e-04
0.100, 9.512536e+00, 9.176471e-04
0.100, 9.442774e+00, 9.294118e-04
0.100, 9.441161e+00, 9.411765e-04
0.100, 9.383899e+00, 9.529412e-04
0.100, 9.193080e+00, 9.647059e-04
0.100, 9.072381e+00, 9.764706e-04
0.100, 8.909825e+00, 9.882353e-04
0.100, 8.884621e+00, 1.000000e-03
0.100, 8.798952e+00, 1.011765e-03
0.100, 8.722508e+00, 1.023529e-03
0.100, 8.713948e+00, 1.035294e-03
0.100, 8.563107e+00, 1.047059e-03
0.100, 8.365462e+00, 1.058824e-03
0.100, 8.282408e+00, 1.070588e-03
0.100, 8.036476e+00, 1.082353e-03
0.100, 7.918725e+00, 1.094118e-03
0.100, 7.762604e+00, 1.105882e-03
0.100, 7.735868e+00, 1.117647e-03
0.100, 7.542589e+00, 1.129412e-03
0.100, 7.473425e+00, 1.141176e-03
0.100, 7.387486e+00, 1.152941e-03
0.100, 7.366420e+00, 1.164706e-03
0.100, 7.280412e+00, 1.176471e-03
0.100, 7.189964e+00, 1.188235e-03
0.100, 7.030514e+00, 1.200000e-03
0.100, 7.018257e+00, 1.211765e-03
0.100, 6.998596e+00, 1.223529e-03
0.100, 6.917865e+00, 1.235294e-03
0.100, 6.794366e+00, 1.247059e-03
0.100, 6.684963e+00, 1.258824e-03
0.100, 6.633720e+00, 1.270588e-03
0.100, 6.571434e+00, 1.282353e-03
0.100, 6.470284e+00, 1.294118e-03
0.100, 6.271220e+00, 1.305882e-03
0.100, 6.227055e+00, 1.317647e-03
0.100, 6.075606e+00, 1.329412e-03
0.100, 6.036876e+00, 1.341176e-03
0.100, 6.030322e+00, 1.352941e-03
0.100, 5.671278e+00, 1.364706e-03
0.100, 5.603744e+00, 1.376471e-03
0.100, 5.360219e+00, 1.388235e-03
0.100, 5.319734e+00, 1.400000e-03
0.100, 5.301973e+00, 1.411765e-03
0.100, 5.212128e+00, 1.423529e-03
0.100, 5.066726e+00, 1.435294e-03
0.100, 4.926602e+00, 1.447059e-03
0.100, 4.867690e+00, 1.458824e-03
0.100, 4.630388e+00, 1.470588e-03
0.100, 4.618415e+00, 1.482353e-03
0.100, 4.592423e+00, 1.494118e-03
0.100, 4.547998e+00, 1.505882e-03
0.100, 4.540435e+00, 1.517647e-03
0.100, 4.470534e+00, 1.529412e-03
0.100, 4.467513e+00, 1.541176e-03
0.100, 4.412179e+00, 1.552941e-03
0.100, 4.354060e+00, 1.564706e-03
0.100, 4.283546e+00, 1.576471e-03
0.100, 4.275571e+00, 1.588235e-03
0.100, 4.261705e+00, 1.600000e-03
0.100, 4.229471e+00, 1.611765e-03
0.100, 4.138066e+00, 1.623529e-03
0.100, 4.129637e+00, 1.635294e-03
0.100, 4.118047e+00, 1.647059e-03
0.100, 4.097532e+00, 1.658824e-03
0.100, 3.980159e+00, 1.670588e-03
0.100, 3.894601e+00, 1.682353e-03
0.100, 3.863530e+00, 1.694118e-03
0.100, 3.620418e+00, 1.705882e-03
0.100, 3.448565e+00, 1.717647e-03
0.100, 3.422769e+00, 1.729412e-03
0.100, 3.359949e+00, 1.741176e-03
0.100, 3.286721e+00, 1.752941e-03
0.100, 3.235247e+00, 1.764706e-03
0.100, 3.225869e+00, 1.776471e-03
0.100, 3.160799e+00, 1.788235e-03
0.100, 3.093841e+00, 1.800000e-03
0.100, 3.082581e+00, 1.811765e-03
0.100, 3.033692e+00, 1.823529e-03
